tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
350,44:34.3,50:25.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,25968,Customer,1969,0
692,45:36.1,57:08.2,3279,Dixon Mills,40.72163014,-74.04996783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,44376,Customer,1969,0
440,46:24.5,53:44.6,3276,Marin Light Rail,40.71458404,-74.04281706,3483,Montgomery St,40.71942,-74.05099,44370,Subscriber,1997,2
1314,47:06.7,09:00.8,3212,Christ Hospital,40.73478582,-74.05044364,3638,Washington St,40.7242941,-74.0354826,45350,Subscriber,1983,1
5778,51:26.9,27:45.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3202,Newport PATH,40.7272235,-74.0337589,48929,Customer,1969,0
6094,54:37.5,36:11.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,43974,Customer,2000,2
5884,57:34.4,35:38.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,27401,Customer,1998,1
2048,57:36.8,31:45.1,3681,Grand St,40.71517768,-74.03768331,3481,York St,40.71649,-74.04105,44223,Customer,1966,2
188,00:51.4,03:59.7,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,46532,Subscriber,1963,1
369,03:18.9,09:28.3,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,27457,Subscriber,1978,1
290,03:32.4,08:23.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3483,Montgomery St,40.71942,-74.05099,45967,Subscriber,1986,1
474,05:42.8,13:37.3,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,44785,Subscriber,1989,1
240,05:51.3,09:52.2,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,45582,Subscriber,1996,1
724,06:30.4,18:34.6,3481,York St,40.71649,-74.04105,3202,Newport PATH,40.7272235,-74.0337589,31659,Subscriber,1984,2
513,07:17.5,15:51.4,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,44209,Subscriber,1988,1
248,10:02.6,14:10.8,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,46532,Subscriber,1963,1
420,12:48.6,19:48.7,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,42251,Subscriber,1987,1
507,13:28.3,21:55.7,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,46527,Subscriber,1979,1
432,13:53.9,21:06.3,3202,Newport PATH,40.7272235,-74.0337589,3273,Manila & 1st,40.72165072,-74.04288411,46326,Subscriber,1977,1
425,15:33.1,22:38.1,3639,Harborside,40.7192517,-74.034234,3276,Marin Light Rail,40.71458404,-74.04281706,46532,Subscriber,1990,2
1722,16:13.4,44:55.8,3198,Heights Elevator,40.74871595,-74.0404433,3194,McGinley Square,40.72533993,-74.06762213,42432,Customer,1979,2
841,16:22.4,30:24.4,3677,Glenwood Ave,40.72755147,-74.07106072,3205,JC Medical Center,40.71653978,-74.04963791,46141,Subscriber,1959,1
268,16:29.2,20:57.7,3209,Brunswick St,40.7241765,-74.0506564,3272,Jersey & 3rd,40.72333159,-74.04595256,43558,Subscriber,1991,2
430,17:14.5,24:25.3,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,42823,Subscriber,1991,2
3001,19:44.8,09:46.2,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,31659,Subscriber,1984,2
1639,23:30.6,50:50.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3202,Newport PATH,40.7272235,-74.0337589,42434,Customer,1969,0
2534,28:02.1,10:16.7,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,48930,Customer,1969,0
345,28:12.3,33:57.7,3483,Montgomery St,40.71942,-74.05099,3278,Monmouth and 6th,40.72568548,-74.04879034,45967,Subscriber,1986,1
457,29:48.5,37:26.2,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,44785,Subscriber,1972,1
1520,30:46.6,56:07.0,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,46141,Subscriber,1959,1
563,31:55.2,41:18.6,3483,Montgomery St,40.71942,-74.05099,3203,Hamilton Park,40.72759597,-74.04424731,45278,Subscriber,1997,2
647,32:51.8,43:39.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,44913,Customer,1969,0
290,33:35.7,38:26.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3209,Brunswick St,40.7241765,-74.0506564,43558,Subscriber,1991,2
331,36:53.2,42:24.4,3639,Harborside,40.7192517,-74.034234,3275,Columbus Drive,40.7183552,-74.03891444,44857,Subscriber,1986,1
489,40:42.8,48:52.8,3213,Van Vorst Park,40.71848892,-74.04772663,3214,Essex Light Rail,40.7127742,-74.0364857,42609,Customer,1988,1
1763,41:10.1,10:33.3,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,46527,Subscriber,1989,1
485,42:36.9,50:42.3,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,44690,Subscriber,1964,1
435,43:12.1,50:27.1,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,42614,Customer,1991,1
510,43:55.1,52:25.5,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,44576,Subscriber,1996,1
783,44:39.5,57:43.0,3638,Washington St,40.7242941,-74.0354826,3211,Newark Ave,40.72152515,-74.04630454,42411,Customer,1995,2
246,47:53.7,52:00.2,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,44737,Subscriber,1986,1
483,48:19.0,56:22.8,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,39839,Customer,1969,0
1651,49:04.9,16:36.1,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,42157,Customer,1994,2
1136,49:11.5,08:08.0,3679,Bergen Ave,40.72210379,-74.071455,3192,Liberty Light Rail,40.7112423,-74.0557013,45582,Subscriber,1974,1
393,50:05.2,56:39.1,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,44657,Subscriber,1991,2
1029,50:45.4,07:55.0,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,47225,Subscriber,1990,1
399,51:54.6,58:34.6,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,39442,Subscriber,1964,1
941,52:45.5,08:27.0,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3210,Pershing Field,40.74267714,-74.05178863,39329,Subscriber,1982,1
193,55:40.9,58:54.4,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42432,Subscriber,1995,1
364,57:33.0,03:37.6,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,46141,Subscriber,1959,1
735,57:41.1,09:56.2,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,44913,Subscriber,1991,1
812,58:03.2,11:35.3,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,43558,Customer,1969,0
337,58:08.7,03:45.8,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,42422,Subscriber,1994,1
638,58:42.4,09:20.6,3209,Brunswick St,40.7241765,-74.0506564,3639,Harborside,40.7192517,-74.034234,44422,Subscriber,1991,2
183,06:12.2,09:15.7,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,40093,Subscriber,1989,1
289,08:58.6,13:48.0,3275,Columbus Drive,40.7183552,-74.03891444,3639,Harborside,40.7192517,-74.034234,44857,Subscriber,1986,1
322,10:29.6,15:52.1,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,44971,Subscriber,1977,2
467,11:27.1,19:15.0,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,35285,Customer,1969,0
511,12:23.7,20:55.5,3640,Journal Square,40.73367,-74.0625,3280,Astor Place,40.7192822,-74.07126188,28458,Customer,1994,1
655,14:35.9,25:31.4,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,42450,Subscriber,1986,1
389,15:01.0,21:30.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42582,Subscriber,1968,2
284,15:16.8,20:01.7,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,42171,Subscriber,1981,1
435,15:28.9,22:44.6,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,31659,Subscriber,1984,2
259,16:15.3,20:35.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,45340,Subscriber,1981,2
266,16:52.4,21:19.2,3270,Jersey & 6th St,40.72528911,-74.04557168,3185,City Hall,40.7177325,-74.043845,30303,Subscriber,1959,1
1210,17:33.3,37:44.0,3639,Harborside,40.7192517,-74.034234,3209,Brunswick St,40.7241765,-74.0506564,44422,Subscriber,1991,2
1476,21:13.0,45:49.9,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,42364,Subscriber,1994,2
1841,21:43.6,52:25.2,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42157,Customer,1994,2
1759,24:49.1,54:08.6,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42311,Subscriber,1964,1
983,27:52.0,44:15.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26545,Subscriber,1990,1
311,29:11.8,34:23.7,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42452,Subscriber,1994,1
100,29:19.9,31:00.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3194,McGinley Square,40.72533993,-74.06762213,38978,Subscriber,1978,1
320,29:43.1,35:03.4,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,42346,Subscriber,1987,1
368,31:57.2,38:06.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,42153,Customer,1969,0
338,33:25.8,39:04.3,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42526,Subscriber,1987,1
1583,34:49.0,01:12.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,47255,Customer,1969,0
1595,35:03.2,01:38.8,3187,Warren St,40.7211236,-74.03805095,3677,Glenwood Ave,40.72755147,-74.07106072,46141,Subscriber,1959,1
369,35:41.0,41:50.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,48915,Subscriber,1981,1
247,36:42.6,40:50.3,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,39442,Subscriber,1983,1
277,37:01.0,41:38.1,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,46532,Subscriber,1993,1
349,38:02.6,43:52.6,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,44042,Subscriber,1992,2
2915,40:01.7,28:37.4,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,39839,Subscriber,1996,2
2885,40:39.4,28:44.8,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42171,Subscriber,1987,2
786,40:50.2,53:56.5,3209,Brunswick St,40.7241765,-74.0506564,3210,Pershing Field,40.74267714,-74.05178863,42178,Subscriber,1987,2
394,41:37.9,48:12.3,3187,Warren St,40.7211236,-74.03805095,3269,Brunswick & 6th,40.72601173,-74.05038893,42492,Subscriber,1970,1
430,44:16.8,51:27.7,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,29387,Subscriber,1960,1
305,44:25.8,49:31.5,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3192,Liberty Light Rail,40.7112423,-74.0557013,41620,Subscriber,1996,1
1562,46:12.7,12:15.6,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,42364,Subscriber,1994,2
78,50:44.4,52:03.0,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44857,Subscriber,1990,1
693,55:43.5,07:17.0,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,42810,Subscriber,1994,1
473,56:43.9,04:37.6,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,45340,Subscriber,1964,1
132,59:59.9,02:12.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,43361,Subscriber,1986,1
414,00:04.4,06:58.6,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,40549,Subscriber,1990,1
594,02:12.0,12:06.7,3210,Pershing Field,40.74267714,-74.05178863,3209,Brunswick St,40.7241765,-74.0506564,42178,Subscriber,1987,2
1012,07:51.5,24:43.8,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,46527,Subscriber,1986,1
3294,09:52.2,04:46.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,45959,Customer,1969,0
3201,10:58.9,04:19.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,46530,Customer,1997,2
669,11:47.3,22:56.3,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,27777,Customer,1987,2
318,14:24.3,19:42.5,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,29727,Customer,1982,1
146,14:28.0,16:54.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,44424,Subscriber,1983,1
369,15:33.6,21:42.7,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,40975,Subscriber,1984,2
479,18:49.4,26:48.5,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,45543,Subscriber,1960,1
295,19:04.4,23:59.8,3194,McGinley Square,40.72533993,-74.06762213,3268,Lafayette Park,40.71346383,-74.06285852,38978,Customer,1969,0
453,22:49.0,30:22.1,3202,Newport PATH,40.7272235,-74.0337589,3273,Manila & 1st,40.72165072,-74.04288411,42788,Subscriber,1984,1
658,26:22.3,37:20.8,3638,Washington St,40.7242941,-74.0354826,3279,Dixon Mills,40.72163014,-74.04996783,42023,Customer,1996,1
345,32:21.7,38:06.8,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42171,Subscriber,1981,1
347,36:53.1,42:40.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,39920,Subscriber,1990,2
369,42:32.6,48:41.9,3206,Hilltop,40.7311689,-74.0575736,3483,Montgomery St,40.71942,-74.05099,40176,Subscriber,1969,1
643,44:51.5,55:35.0,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,33564,Subscriber,1992,2
463,45:14.1,52:57.7,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,26989,Subscriber,1978,1
1264,46:31.2,07:35.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3640,Journal Square,40.73367,-74.0625,43139,Customer,1969,0
1215,47:21.6,07:37.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3640,Journal Square,40.73367,-74.0625,28583,Customer,1969,0
450,51:31.4,59:01.4,3483,Montgomery St,40.71942,-74.05099,3273,Manila & 1st,40.72165072,-74.04288411,42438,Subscriber,1989,1
408,52:07.9,58:56.7,3483,Montgomery St,40.71942,-74.05099,3273,Manila & 1st,40.72165072,-74.04288411,42779,Subscriber,1994,2
447,52:21.9,59:49.1,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,44236,Subscriber,1988,2
589,57:07.3,06:56.6,3199,Newport Pkwy,40.7287448,-74.0321082,3270,Jersey & 6th St,40.72528911,-74.04557168,33084,Customer,1969,0
87,59:37.2,01:04.7,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,42153,Subscriber,1983,1
198,00:15.1,03:33.3,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,42788,Subscriber,1970,1
151,01:15.2,03:46.6,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,42153,Subscriber,1983,1
114,02:14.4,04:09.0,3194,McGinley Square,40.72533993,-74.06762213,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42342,Subscriber,1996,1
80,03:55.5,05:16.3,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,42153,Subscriber,1983,1
804,04:12.7,17:37.2,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,48930,Subscriber,1991,1
666,05:07.1,16:14.1,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,38930,Subscriber,1989,2
334,05:48.4,11:23.3,3205,JC Medical Center,40.71653978,-74.04963791,3267,Morris Canal,40.71241882,-74.03852552,40440,Subscriber,1983,1
691,14:49.1,26:20.3,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,45543,Subscriber,1960,1
1739,14:53.9,43:53.5,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,26989,Subscriber,1978,1
279,15:49.7,20:29.4,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,38641,Subscriber,1987,1
468,18:10.7,25:59.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3199,Newport Pkwy,40.7287448,-74.0321082,33084,Customer,1969,0
409,22:55.0,29:44.5,3201,Dey St,40.737711,-74.066921,3194,McGinley Square,40.72533993,-74.06762213,42494,Subscriber,1978,1
85,24:28.4,25:54.1,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,43693,Subscriber,1983,1
290,25:22.2,30:13.0,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29095,Subscriber,1956,1
174,26:05.5,28:59.9,3275,Columbus Drive,40.7183552,-74.03891444,3185,City Hall,40.7177325,-74.043845,43693,Subscriber,1983,1
2373,30:48.9,10:22.4,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,29959,Subscriber,1998,2
298,44:22.7,49:21.4,3187,Warren St,40.7211236,-74.03805095,3276,Marin Light Rail,40.71458404,-74.04281706,39839,Subscriber,1993,1
254,45:13.6,49:28.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,47254,Subscriber,1994,1
2725,46:02.4,31:28.1,3268,Lafayette Park,40.71346383,-74.06285852,3483,Montgomery St,40.71942,-74.05099,43498,Customer,1969,0
476,48:59.2,56:55.9,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,29000,Customer,1996,1
514,56:06.2,04:40.3,3203,Hamilton Park,40.72759597,-74.04424731,3483,Montgomery St,40.71942,-74.05099,40306,Subscriber,1970,1
91,02:06.1,03:37.3,3681,Grand St,40.71517768,-74.03768331,3267,Morris Canal,40.71241882,-74.03852552,44543,Subscriber,1986,1
210,02:41.2,06:11.5,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,46340,Subscriber,1987,1
557,06:29.3,15:46.5,3202,Newport PATH,40.7272235,-74.0337589,3273,Manila & 1st,40.72165072,-74.04288411,47108,Subscriber,1993,1
417,06:51.7,13:49.1,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,29387,Subscriber,1960,1
468,06:57.5,14:45.7,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,42611,Subscriber,1994,1
307,08:24.9,13:32.8,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,38930,Subscriber,1984,1
315,14:52.8,20:08.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,44042,Subscriber,1992,2
478,20:55.3,28:53.3,3273,Manila & 1st,40.72165072,-74.04288411,3202,Newport PATH,40.7272235,-74.0337589,42209,Subscriber,1993,1
85,25:14.5,26:39.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,29387,Subscriber,1960,1
168,28:18.4,31:07.4,3481,York St,40.71649,-74.04105,3213,Van Vorst Park,40.71848892,-74.04772663,40207,Subscriber,1986,1
419,37:29.9,44:29.1,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,30360,Customer,1990,2
220,42:01.5,45:41.7,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,42209,Subscriber,1991,1
678,56:12.7,07:30.8,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3678,Fairmount Ave,40.72572614,-74.07195926,39661,Subscriber,1974,1
481,59:19.9,07:21.1,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,44042,Subscriber,1974,1
118,00:07.3,02:05.9,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,42494,Subscriber,1996,2
546,01:04.7,10:11.5,3213,Van Vorst Park,40.71848892,-74.04772663,3268,Lafayette Park,40.71346383,-74.06285852,46537,Subscriber,1987,2
331,05:43.0,11:14.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29387,Customer,1993,1
126,09:56.2,12:02.4,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,44392,Customer,1969,0
163,12:05.5,14:49.3,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,35285,Subscriber,1975,1
486,14:33.3,22:40.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,30360,Subscriber,1988,2
302,18:09.9,23:12.6,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42323,Subscriber,1983,1
1257,18:10.0,39:07.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42171,Customer,1969,0
221,19:05.6,22:46.6,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,44698,Subscriber,1991,1
220,26:13.9,29:54.0,3276,Marin Light Rail,40.71458404,-74.04281706,3267,Morris Canal,40.71241882,-74.03852552,39839,Subscriber,1982,1
197,26:19.1,29:36.7,3276,Marin Light Rail,40.71458404,-74.04281706,3205,JC Medical Center,40.71653978,-74.04963791,25968,Subscriber,1983,1
75,33:42.7,34:58.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,44576,Subscriber,1994,2
258,39:04.6,43:22.7,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,43558,Subscriber,1994,1
732,40:55.3,53:07.3,3213,Van Vorst Park,40.71848892,-74.04772663,3194,McGinley Square,40.72533993,-74.06762213,48922,Customer,1969,0
509,42:31.5,51:01.3,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,45281,Subscriber,1990,2
1889,49:27.7,20:57.3,3198,Heights Elevator,40.74871595,-74.0404433,3639,Harborside,40.7192517,-74.034234,46929,Subscriber,2003,1
298,14:11.0,19:09.1,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,47255,Subscriber,1994,1
613,17:48.2,28:01.2,3186,Grove St PATH,40.71958612,-74.04311746,3212,Christ Hospital,40.73478582,-74.05044364,44968,Customer,1996,1
399,35:28.9,42:08.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3205,JC Medical Center,40.71653978,-74.04963791,43798,Customer,1969,0
1559,06:43.9,32:43.6,3640,Journal Square,40.73367,-74.0625,3225,Baldwin at Montgomery,40.7236589,-74.0641943,43139,Customer,1998,1
1935,17:29.8,49:45.2,3483,Montgomery St,40.71942,-74.05099,3192,Liberty Light Rail,40.7112423,-74.0557013,45656,Subscriber,1958,1
588,22:36.1,32:24.4,3206,Hilltop,40.7311689,-74.0575736,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,45014,Customer,1969,0
395,37:53.0,44:28.0,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,42171,Subscriber,1987,1
1361,51:10.4,13:51.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3483,Montgomery St,40.71942,-74.05099,45656,Subscriber,1958,1
516,39:44.6,48:20.7,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,44209,Customer,1994,1
218,00:06.2,03:44.8,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,33361,Customer,1969,0
621,58:32.7,08:54.2,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,39661,Subscriber,1996,1
277,17:06.3,21:43.4,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,26545,Subscriber,1981,1
432,17:29.4,24:42.1,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3202,Newport PATH,40.7272235,-74.0337589,44376,Customer,1995,1
519,22:45.7,31:25.1,3275,Columbus Drive,40.7183552,-74.03891444,3276,Marin Light Rail,40.71458404,-74.04281706,42343,Customer,1969,0
203,23:00.7,26:24.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,45713,Subscriber,1992,1
223,43:39.8,47:23.2,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.7112423,-74.0557013,44913,Subscriber,1979,1
94,57:36.7,59:11.1,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,43563,Subscriber,1991,1
