tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
266,03:35.5,08:01.8,3273,Manila & 1st,40.72165072,-74.04288411,3209,Brunswick St,40.7241765,-74.0506564,42494,Subscriber,1988,1
1543,23:32.9,49:16.1,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,45343,Customer,1996,2
1461,23:50.8,48:12.6,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,31794,Customer,1995,1
793,31:09.1,44:22.9,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,42316,Customer,1969,0
596,35:52.2,45:48.8,3639,Harborside,40.7192517,-74.034234,3209,Brunswick St,40.7241765,-74.0506564,32575,Customer,1969,0
144,39:55.6,42:19.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,48913,Subscriber,1990,1
610,43:49.4,53:59.5,3198,Heights Elevator,40.74871595,-74.0404433,3206,Hilltop,40.7311689,-74.0575736,33652,Customer,1969,0
265,12:20.8,16:46.4,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,41620,Subscriber,1958,1
353,14:02.9,19:56.4,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,40709,Subscriber,1974,1
269,17:06.6,21:35.8,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,41992,Customer,1969,0
401,32:40.7,39:22.5,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,42358,Subscriber,1990,2
352,43:31.1,49:23.6,3279,Dixon Mills,40.72163014,-74.04996783,3639,Harborside,40.7192517,-74.034234,44857,Subscriber,1969,1
440,51:05.8,58:26.8,3276,Marin Light Rail,40.71458404,-74.04281706,3278,Monmouth and 6th,40.72568548,-74.04879034,44225,Subscriber,1993,1
405,51:59.6,58:45.3,3276,Marin Light Rail,40.71458404,-74.04281706,3270,Jersey & 6th St,40.72528911,-74.04557168,42157,Subscriber,1993,1
1470,12:44.7,37:15.2,3195,Sip Ave,40.7308971,-74.06391263,3199,Newport Pkwy,40.7287448,-74.0321082,46340,Customer,1969,0
1482,12:46.3,37:29.0,3195,Sip Ave,40.7308971,-74.06391263,3199,Newport Pkwy,40.7287448,-74.0321082,44394,Customer,1969,0
568,21:06.1,30:34.5,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42614,Subscriber,1993,2
521,25:24.8,34:06.0,3209,Brunswick St,40.7241765,-74.0506564,3276,Marin Light Rail,40.71458404,-74.04281706,42494,Subscriber,1990,1
582,33:23.3,43:05.6,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,47252,Subscriber,1981,1
730,34:03.8,46:14.3,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,35139,Subscriber,1986,2
81,39:34.5,40:56.2,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,43563,Customer,1969,0
2793,10:49.1,57:22.2,3638,Washington St,40.7242941,-74.0354826,3198,Heights Elevator,40.74871595,-74.0404433,19209,Customer,1969,0
432,28:58.0,36:10.6,3209,Brunswick St,40.7241765,-74.0506564,3276,Marin Light Rail,40.71458404,-74.04281706,32575,Subscriber,1981,1
660,41:32.9,52:33.8,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,48740,Subscriber,2000,1
1480,41:32.2,06:12.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39421,Customer,1997,1
700,18:05.7,29:46.2,3194,McGinley Square,40.72533993,-74.06762213,3206,Hilltop,40.7311689,-74.0575736,42037,Customer,1969,0
691,27:19.0,38:50.7,3207,Oakland Ave,40.7376037,-74.0524783,3199,Newport Pkwy,40.7287448,-74.0321082,43572,Subscriber,1991,1
760,43:06.8,55:47.5,3194,McGinley Square,40.72533993,-74.06762213,3276,Marin Light Rail,40.71458404,-74.04281706,38906,Customer,1969,0
967,47:51.5,03:58.9,3679,Bergen Ave,40.72210379,-74.071455,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,47255,Subscriber,2001,1
286,54:46.7,59:32.9,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,40093,Subscriber,1982,1
277,51:09.5,55:47.2,3267,Morris Canal,40.71241882,-74.03852552,3481,York St,40.71649,-74.04105,48742,Subscriber,1985,2
121,52:17.4,54:18.6,3681,Grand St,40.71517768,-74.03768331,3275,Columbus Drive,40.7183552,-74.03891444,32526,Subscriber,1962,1
266,18:10.0,22:36.3,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,33677,Subscriber,1981,1
131,18:14.1,20:25.3,3194,McGinley Square,40.72533993,-74.06762213,3678,Fairmount Ave,40.72572614,-74.07195926,41002,Subscriber,1994,2
1471,26:19.7,50:51.6,3276,Marin Light Rail,40.71458404,-74.04281706,3206,Hilltop,40.7311689,-74.0575736,47045,Subscriber,1989,2
1457,26:20.1,50:37.1,3276,Marin Light Rail,40.71458404,-74.04281706,3206,Hilltop,40.7311689,-74.0575736,47257,Customer,1969,0
474,28:32.5,36:27.3,3194,McGinley Square,40.72533993,-74.06762213,3268,Lafayette Park,40.71346383,-74.06285852,31496,Subscriber,1975,1
520,31:53.8,40:34.1,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,48857,Subscriber,1991,1
526,37:47.0,46:33.2,3206,Hilltop,40.7311689,-74.0575736,3280,Astor Place,40.7192822,-74.07126188,45340,Subscriber,1976,1
622,40:43.8,51:06.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3638,Washington St,40.7242941,-74.0354826,46538,Customer,1969,0
1361,53:23.8,16:04.9,3210,Pershing Field,40.74267714,-74.05178863,3681,Grand St,40.71517768,-74.03768331,42133,Customer,1969,0
311,55:35.0,00:46.3,3209,Brunswick St,40.7241765,-74.0506564,3185,City Hall,40.7177325,-74.043845,27777,Subscriber,1988,1
216,58:17.2,01:54.1,3678,Fairmount Ave,40.72572614,-74.07195926,3194,McGinley Square,40.72533993,-74.06762213,41002,Subscriber,1966,1
387,58:19.5,04:46.8,3212,Christ Hospital,40.73478582,-74.05044364,3640,Journal Square,40.73367,-74.0625,42251,Customer,1995,1
515,03:02.1,11:37.6,3194,McGinley Square,40.72533993,-74.06762213,3677,Glenwood Ave,40.72755147,-74.07106072,33887,Subscriber,1966,1
449,11:17.0,18:46.7,3267,Morris Canal,40.71241882,-74.03852552,3638,Washington St,40.7242941,-74.0354826,43928,Subscriber,1990,1
3097,16:34.2,08:11.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44236,Subscriber,1978,1
707,18:55.9,30:43.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42112,Subscriber,1982,2
855,19:38.1,33:53.6,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,29727,Subscriber,1968,1
222,24:36.6,28:18.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,40954,Subscriber,1986,1
354,32:33.7,38:28.2,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,33677,Subscriber,1985,2
308,34:27.8,39:36.3,3212,Christ Hospital,40.73478582,-74.05044364,3210,Pershing Field,40.74267714,-74.05178863,40885,Subscriber,1988,1
307,34:30.3,39:37.4,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,46326,Subscriber,1981,1
410,39:15.1,46:05.2,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42343,Subscriber,1988,1
589,52:27.3,02:17.3,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,42342,Customer,1969,0
291,53:14.1,58:05.6,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,44920,Subscriber,1988,1
226,00:06.4,03:53.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,41002,Subscriber,1967,1
597,01:07.4,11:05.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3272,Jersey & 3rd,40.72333159,-74.04595256,46537,Subscriber,1961,1
492,03:48.6,12:01.0,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,44685,Subscriber,1960,1
6936,11:01.1,06:37.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42219,Subscriber,1975,2
366,13:26.8,19:33.3,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,47029,Subscriber,1975,1
3196,21:12.7,14:29.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42591,Customer,1990,2
594,24:54.2,34:49.0,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,33630,Subscriber,1976,1
2788,28:19.9,14:48.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42316,Customer,1986,1
3158,30:48.5,23:26.5,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,46141,Subscriber,1988,2
76,34:33.9,35:50.6,3677,Glenwood Ave,40.72755147,-74.07106072,3677,Glenwood Ave,40.72755147,-74.07106072,33887,Subscriber,2002,1
1483,38:03.2,02:47.0,3677,Glenwood Ave,40.72755147,-74.07106072,3191,Union St,40.7182113,-74.0836394,33887,Subscriber,2002,1
634,41:22.3,51:57.2,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,44737,Subscriber,1985,2
740,45:34.0,57:55.0,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,48857,Subscriber,1962,1
434,50:29.9,57:44.8,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,47029,Subscriber,1994,1
492,53:27.2,01:39.9,3638,Washington St,40.7242941,-74.0354826,3267,Morris Canal,40.71241882,-74.03852552,44401,Subscriber,1969,2
1271,55:44.6,16:56.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3205,JC Medical Center,40.71653978,-74.04963791,30303,Customer,1969,0
319,58:27.1,03:46.5,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,41002,Subscriber,1967,1
522,58:56.7,07:39.2,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,38641,Customer,1986,1
1143,00:01.8,19:05.8,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,48857,Subscriber,1962,1
979,03:45.1,20:05.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3639,Harborside,40.7192517,-74.034234,41992,Customer,1969,0
412,05:34.9,12:27.4,3191,Union St,40.7182113,-74.0836394,3191,Union St,40.7182113,-74.0836394,38139,Subscriber,2002,1
682,09:33.4,20:55.7,3195,Sip Ave,40.7308971,-74.06391263,3281,Leonard Gordon Park,40.74590997,-74.05727148,42342,Customer,1969,0
809,11:25.7,24:55.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3193,Lincoln Park,40.7246051,-74.07840595,39421,Customer,1979,1
755,15:19.5,27:55.0,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,45352,Customer,1993,1
1367,18:46.0,41:33.6,3191,Union St,40.7182113,-74.0836394,3206,Hilltop,40.7311689,-74.0575736,33887,Subscriber,2002,1
1025,20:09.2,37:15.1,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,42838,Subscriber,1962,1
6773,23:21.1,16:14.3,3639,Harborside,40.7192517,-74.034234,4069,Cabrini Blvd & W 177 St,40.848282,-73.941343,29718,Customer,1969,0
1196,28:37.0,48:33.5,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,40440,Subscriber,1996,1
1310,39:52.9,01:43.1,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,42838,Subscriber,1962,1
3419,43:15.9,40:15.5,3206,Hilltop,40.7311689,-74.0575736,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,47257,Subscriber,2002,1
725,51:51.4,03:56.5,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,30303,Customer,1969,0
331,57:47.5,03:19.2,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,41696,Subscriber,1990,2
248,59:56.4,04:04.5,3275,Columbus Drive,40.7183552,-74.03891444,3638,Washington St,40.7242941,-74.0354826,44968,Subscriber,1993,1
397,02:05.0,08:42.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42343,Subscriber,1988,1
540,02:42.8,11:43.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,46926,Subscriber,1991,1
7211,04:18.0,04:29.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,46539,Customer,1969,0
7210,04:32.4,04:42.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44452,Customer,1969,0
7181,04:43.9,04:25.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,40709,Customer,1969,0
203,05:49.8,09:13.2,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,38392,Subscriber,1986,1
419,06:05.6,13:05.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,32095,Subscriber,1987,1
341,06:35.7,12:16.9,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.72759597,-74.04424731,39442,Subscriber,1998,1
1343,07:47.5,30:10.9,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42838,Subscriber,1962,1
332,13:32.6,19:05.5,3202,Newport PATH,40.7272235,-74.0337589,3681,Grand St,40.71517768,-74.03768331,40756,Subscriber,1962,1
1815,14:32.8,44:48.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3191,Union St,40.7182113,-74.0836394,47252,Subscriber,1978,1
479,15:26.4,23:25.5,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,45352,Subscriber,1959,1
264,20:37.9,25:02.5,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,47054,Subscriber,1980,1
321,22:56.7,28:18.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3638,Washington St,40.7242941,-74.0354826,42157,Subscriber,1960,1
685,23:49.1,35:14.8,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,41696,Subscriber,1996,1
557,23:54.6,33:11.9,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,45352,Subscriber,1997,2
1491,24:32.4,49:23.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,45274,Subscriber,1994,2
1467,24:43.3,49:11.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,43361,Subscriber,1991,1
3167,26:43.4,19:30.8,3276,Marin Light Rail,40.71458404,-74.04281706,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,32575,Customer,1989,2
3137,27:09.7,19:27.3,3276,Marin Light Rail,40.71458404,-74.04281706,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,38906,Customer,1984,0
330,27:34.7,33:04.8,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,32095,Subscriber,1987,1
1786,34:11.9,03:58.6,3481,York St,40.71649,-74.04105,3203,Hamilton Park,40.72759597,-74.04424731,43235,Subscriber,1954,2
433,42:23.0,49:36.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,44316,Subscriber,1981,1
1334,45:00.8,07:14.9,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44744,Subscriber,1979,1
2384,47:16.1,27:00.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3199,Newport Pkwy,40.7287448,-74.0321082,47257,Subscriber,2002,1
524,49:02.9,57:47.2,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,46530,Subscriber,1984,2
173,53:57.6,56:51.4,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41620,Subscriber,1974,1
2177,57:32.7,33:50.4,3198,Heights Elevator,40.74871595,-74.0404433,3205,JC Medical Center,40.71653978,-74.04963791,48924,Subscriber,1994,1
280,58:46.9,03:27.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,46600,Subscriber,1986,2
678,01:42.0,13:00.2,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,30630,Subscriber,1988,2
3905,04:35.0,09:40.7,3203,Hamilton Park,40.72759597,-74.04424731,3481,York St,40.71649,-74.04105,33630,Subscriber,1954,2
3100,05:16.6,56:57.6,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42591,Subscriber,1994,2
1999,06:43.9,40:03.3,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,43139,Customer,1969,0
1996,06:49.0,40:05.9,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,44185,Subscriber,1977,1
3218,07:38.7,01:17.4,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,46326,Subscriber,1991,1
171,09:34.7,12:25.9,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,48913,Subscriber,1986,1
6135,12:34.4,54:49.6,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42585,Customer,1969,0
1568,17:29.4,43:38.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42219,Subscriber,1975,1
592,20:39.2,30:31.3,3280,Astor Place,40.7192822,-74.07126188,3483,Montgomery St,40.71942,-74.05099,44685,Subscriber,1960,1
2291,30:27.1,08:38.6,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,45656,Customer,1980,1
1708,31:15.1,59:43.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3678,Fairmount Ave,40.72572614,-74.07195926,42455,Customer,1969,0
208,33:23.5,36:51.9,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,43235,Subscriber,1998,1
2358,36:04.8,15:23.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,48924,Subscriber,1994,1
1142,37:00.9,56:03.8,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.7183552,-74.03891444,46609,Subscriber,1995,2
661,38:50.8,49:51.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3681,Grand St,40.71517768,-74.03768331,42546,Subscriber,1984,1
826,42:37.7,56:24.2,3194,McGinley Square,40.72533993,-74.06762213,3193,Lincoln Park,40.7246051,-74.07840595,32095,Subscriber,1969,1
166,42:37.7,45:24.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,47255,Subscriber,1997,1
2986,43:32.9,33:19.4,3280,Astor Place,40.7192822,-74.07126188,3192,Liberty Light Rail,40.7112423,-74.0557013,43090,Customer,1991,1
1098,43:46.6,02:05.4,3640,Journal Square,40.73367,-74.0625,3198,Heights Elevator,40.74871595,-74.0404433,42251,Customer,1969,0
663,44:33.5,55:37.2,3483,Montgomery St,40.71942,-74.05099,3211,Newark Ave,40.72152515,-74.04630454,44911,Subscriber,1990,0
1710,47:19.7,15:50.7,3273,Manila & 1st,40.72165072,-74.04288411,3185,City Hall,40.7177325,-74.043845,42422,Subscriber,1969,1
318,47:44.5,53:02.8,3276,Marin Light Rail,40.71458404,-74.04281706,3483,Montgomery St,40.71942,-74.05099,42494,Customer,1969,0
312,47:59.4,53:11.6,3276,Marin Light Rail,40.71458404,-74.04281706,3483,Montgomery St,40.71942,-74.05099,27277,Customer,1969,0
1038,49:26.3,06:44.9,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,44212,Subscriber,1986,1
754,50:08.2,02:42.9,3483,Montgomery St,40.71942,-74.05099,3280,Astor Place,40.7192822,-74.07126188,44685,Subscriber,1960,1
2042,50:15.7,24:17.8,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,44401,Subscriber,1974,1
1092,50:45.9,08:58.4,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,38460,Subscriber,1959,1
866,50:48.2,05:14.7,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,44603,Subscriber,1967,2
3668,52:34.6,53:42.9,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,48932,Customer,1980,2
923,53:00.9,08:24.7,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,45277,Subscriber,1985,1
3546,54:21.6,53:27.9,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,44392,Customer,1970,1
1752,55:51.1,25:03.7,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,47054,Subscriber,1991,1
742,56:52.4,09:15.0,3203,Hamilton Park,40.72759597,-74.04424731,3192,Liberty Light Rail,40.7112423,-74.0557013,40858,Subscriber,1992,2
1081,59:50.2,17:51.8,3193,Lincoln Park,40.7246051,-74.07840595,3191,Union St,40.7182113,-74.0836394,45363,Subscriber,1969,1
1780,00:50.3,30:30.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42625,Subscriber,1977,1
156,02:23.7,05:00.1,3187,Warren St,40.7211236,-74.03805095,3639,Harborside,40.7192517,-74.034234,25552,Subscriber,1990,1
605,05:31.4,15:36.9,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,46340,Subscriber,1992,2
2850,05:39.0,53:09.6,3198,Heights Elevator,40.74871595,-74.0404433,3639,Harborside,40.7192517,-74.034234,42251,Customer,1969,0
565,08:03.3,17:29.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,42444,Customer,1969,0
913,09:06.4,24:19.8,3276,Marin Light Rail,40.71458404,-74.04281706,3678,Fairmount Ave,40.72572614,-74.07195926,42358,Customer,1969,0
268,13:55.6,18:24.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,48913,Subscriber,1970,1
781,17:01.0,30:02.5,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,48740,Subscriber,1991,1
735,17:26.6,29:42.6,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,38930,Subscriber,1994,2
2006,17:35.4,51:01.7,3205,JC Medical Center,40.71653978,-74.04963791,3198,Heights Elevator,40.74871595,-74.0404433,48924,Subscriber,1994,1
160,18:50.5,21:30.8,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,44737,Subscriber,1985,1
1127,19:21.6,38:09.1,3187,Warren St,40.7211236,-74.03805095,3638,Washington St,40.7242941,-74.0354826,42361,Subscriber,1985,2
223,19:26.7,23:10.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42192,Subscriber,1975,2
180,23:28.1,26:28.1,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,44737,Subscriber,1985,1
418,25:46.6,32:45.5,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,44703,Subscriber,1970,2
685,30:14.2,41:40.0,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,47254,Subscriber,1964,2
541,33:25.3,42:27.3,3211,Newark Ave,40.72152515,-74.04630454,3192,Liberty Light Rail,40.7112423,-74.0557013,42192,Subscriber,1961,1
1552,33:36.1,59:29.0,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.7308971,-74.06391263,45363,Subscriber,1969,1
431,35:05.4,42:16.5,3209,Brunswick St,40.7241765,-74.0506564,3225,Baldwin at Montgomery,40.7236589,-74.0641943,47054,Subscriber,1982,1
504,39:21.5,47:45.6,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42495,Subscriber,1986,1
347,44:06.6,49:54.5,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,44737,Subscriber,1985,1
220,50:04.3,53:44.5,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,29913,Subscriber,1977,1
286,52:11.2,56:57.7,3275,Columbus Drive,40.7183552,-74.03891444,3205,JC Medical Center,40.71653978,-74.04963791,47029,Subscriber,1987,1
648,58:22.6,09:10.6,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,42614,Subscriber,1990,2
512,13:50.0,22:22.6,3214,Essex Light Rail,40.7127742,-74.0364857,3638,Washington St,40.7242941,-74.0354826,48915,Subscriber,1958,1
2033,23:20.5,57:14.1,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,48915,Subscriber,1958,1
673,59:44.0,10:57.5,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,48915,Subscriber,1958,1
2024,04:25.7,38:10.5,3483,Montgomery St,40.71942,-74.05099,3203,Hamilton Park,40.72759597,-74.04424731,42206,Subscriber,1958,1
350,07:34.1,13:25.1,3267,Morris Canal,40.71241882,-74.03852552,3205,JC Medical Center,40.71653978,-74.04963791,44401,Subscriber,1991,1
178,09:12.1,12:10.7,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,45256,Subscriber,1959,1
975,16:14.1,32:29.5,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,48740,Subscriber,1960,1
